packetnr,hk,lat,lon,alt,hh,mm,ss,nsat,p,H,T,ntc,bat,yaw,pitch,roll,rssi
3082,0,78.22290039,15.65419006,21.7,11,8,54,14,1007.01,60,9.29,1614,2496,-23,-3,20,-80
3083,0,78.22290039,15.65419388,22.0,11,8,55,14,1006.98,60,9.29,1614,2493,-23,-3,20,-80
3084,0,78.22290039,15.65420914,21.9,11,8,56,14,1007.01,60,9.29,1614,2495,-23,-3,20,-80
3085,0,78.22290039,15.65420532,21.8,11,8,57,14,1007.02,60,9.28,1615,2495,-23,-3,20,-79
3086,0,78.22290039,15.65423203,21.9,11,8,58,14,1006.98,60,9.28,1613,2493,-23,-3,20,-79
3087,0,78.22290039,15.65424347,21.8,11,8,59,13,1007.02,60,9.28,1613,2495,-23,-3,20,-79
3088,0,78.22290039,15.65422058,21.8,11,9,0,13,1007.02,60,9.27,1612,2493,-23,-3,20,-80
3089,0,78.22290039,15.65424347,21.8,11,9,1,13,1007.06,60,9.27,1611,2494,-23,-3,20,-79
3090,0,78.22290039,15.65423203,21.9,11,9,2,13,1007.04,60,9.27,1610,2496,-23,-3,20,-80
3091,0,78.22290039,15.65422821,21.9,11,9,3,13,1006.99,60,9.26,1610,2496,-23,-3,20,-80
3092,0,78.22290039,15.65425873,22.0,11,9,4,14,1007.03,60,9.26,1609,2496,-23,-3,20,-80
3093,0,78.22290039,15.65427017,21.8,11,9,5,14,1007.04,60,9.26,1610,2495,-23,-3,20,-80
3094,0,78.22290039,15.65425110,21.7,11,9,6,14,1007.05,60,9.26,1610,2497,-23,-3,20,-80
3095,0,78.22290039,15.65427780,21.8,11,9,7,14,1007.02,60,9.25,1612,2498,-23,-3,20,-79
3096,0,78.22290039,15.65430069,21.7,11,9,8,13,1007.03,60,9.25,1611,2494,-23,-3,20,-79
3097,0,78.22290039,15.65428162,21.8,11,9,9,13,1007.0,60,9.25,1612,2486,-23,-3,20,-79
3098,0,78.22290039,15.65425491,21.8,11,9,10,13,1007.02,60,9.25,1611,2495,-23,-3,20,-79
3099,0,78.22290039,15.65427399,21.8,11,9,11,13,1007.02,60,9.24,1612,2493,-23,-3,20,-79
3100,0,78.22290039,15.65428162,21.8,11,9,12,13,1007.0,60,9.24,1611,2496,-23,-3,20,-80
3101,0,78.22290039,15.65425873,21.8,11,9,13,13,1007.03,60,9.24,1611,2496,-23,-3,20,-79
3102,0,78.22290039,15.65429688,21.8,11,9,14,13,1007.01,60,9.23,1610,2494,-23,-3,20,-79
3103,0,78.22290039,15.65430069,21.8,11,9,15,13,1007.03,60,9.23,1611,2493,-23,-3,20,-80
3104,0,78.22290039,15.65431213,21.7,11,9,16,13,1007.01,60,9.23,1611,2495,-23,-3,20,-79
3105,0,78.22290039,15.65431213,21.8,11,9,17,13,1007.02,60,9.23,1611,2497,-23,-3,20,-80
3106,0,78.22290039,15.65432358,22.0,11,9,18,13,1007.01,60,9.22,1610,2474,-23,-3,20,-79
3107,0,78.22290039,15.65433121,21.8,11,9,19,13,1007.01,60,9.22,1610,2495,-23,-3,20,-80
3108,0,78.22290039,15.65432358,21.7,11,9,20,13,1007.0,60,9.22,1609,2493,-23,-3,20,-80
3109,0,78.22290039,15.65432358,21.8,11,9,21,13,1007.01,60,9.22,1609,2496,-23,-3,20,-80
3110,0,78.22290039,15.65433121,21.9,11,9,22,13,1007.01,60,9.22,1610,2496,-23,-3,20,-80
3111,0,78.22290039,15.65435028,21.9,11,9,23,13,1007.05,60,9.21,1609,2493,-23,-3,20,-79
3112,0,78.22290039,15.65435791,21.8,11,9,24,13,1007.02,60,9.21,1609,2496,-23,-3,20,-80
3113,0,78.22290039,15.65434265,21.7,11,9,25,13,1007.03,60,9.21,1608,2496,-23,-3,20,-79
3114,0,78.22290039,15.65436554,21.8,11,9,26,13,1007.0,60,9.21,1609,2482,-23,-3,20,-80
3115,0,78.22290039,15.65436935,21.8,11,9,27,13,1007.02,60,9.21,1609,2497,-23,-3,20,-80
3116,0,78.22290039,15.65436554,21.8,11,9,28,13,1007.01,60,9.2,1609,2496,-23,-3,20,-80
3117,0,78.22290039,15.65440750,21.8,11,9,29,13,1007.03,60,9.2,1608,2494,-23,-3,20,-80
3118,0,78.22290039,15.65438461,21.8,11,9,30,13,1007.03,60,9.2,1608,2493,-23,-3,20,-81
3119,0,78.22290039,15.65436935,21.8,11,9,31,13,1007.01,60,9.2,1608,2493,-23,-3,20,-80
3120,0,78.22290039,15.65437317,21.8,11,9,32,13,1007.01,60,9.19,1608,2493,-23,-3,20,-80
3121,0,78.22290039,15.65438461,21.8,11,9,33,13,1007.03,60,9.19,1608,2495,-23,-3,20,-80
3122,0,78.22290039,15.65439606,21.8,11,9,34,13,1007.03,60,9.19,1610,2496,-23,-3,20,-80
3123,0,78.22293091,15.65443802,21.8,11,9,35,13,1007.01,60,9.18,1608,2489,-23,-3,20,-80
3124,0,78.22293091,15.65441895,21.9,11,9,36,14,1007.0,60,9.18,1609,2493,-23,-3,20,-80
3125,0,78.22293091,15.65441895,21.7,11,9,37,14,1007.0,60,9.19,1609,2495,-23,-3,20,-80
3126,0,78.22290039,15.65440750,21.7,11,9,38,14,1007.01,60,9.18,1609,2494,-23,-3,20,-80
3127,0,78.22290039,15.65440750,21.7,11,9,39,13,1007.0,60,9.18,1609,2494,-23,-3,20,-80
3128,0,78.22290039,15.65443420,21.7,11,9,40,13,1007.03,60,9.18,1610,2495,-23,-3,20,-79
3129,0,78.22290039,15.65441513,21.7,11,9,41,12,1007.01,60,9.18,1610,2496,-23,-3,20,-80
3130,0,78.22290039,15.65442657,21.8,11,9,42,12,1007.03,60,9.18,1611,2494,-23,-3,20,-80
3131,0,78.22290039,15.65445328,21.6,11,9,43,12,1007.0,60,9.17,1610,2494,-23,-3,20,-80
3132,0,78.22290039,15.65443802,21.5,11,9,45,11,1007.01,60,9.17,1608,2495,-23,-3,20,-80
3133,0,78.22290039,15.65443802,21.5,11,9,45,11,1007.0,60,9.17,1606,2485,-23,-3,20,-80
3134,0,78.22290039,15.65444565,21.4,11,9,46,11,1007.0,60,9.17,1606,2494,-23,-3,20,-80
3135,0,78.22293091,15.65447235,21.4,11,9,47,12,1007.0,60,9.16,1605,2493,-23,-3,20,-80
3136,0,78.22293091,15.65446854,21.4,11,9,48,12,1006.99,60,9.16,1603,2492,-23,-3,20,-79
3137,0,78.22293091,15.65448761,21.4,11,9,50,12,1007.01,60,9.16,1602,2493,-23,-3,20,-79
3138,0,78.22293091,15.65448380,21.4,11,9,51,12,1007.01,60,9.16,1602,2494,-23,-3,20,-80
3139,0,78.22293091,15.65448380,21.4,11,9,51,12,1007.02,60,9.16,1602,2496,-23,-3,20,-80
3140,0,78.22293091,15.65450287,21.3,11,9,53,13,1007.04,60,9.16,1602,2495,-23,-3,20,-80
3141,0,78.22293091,15.65450287,21.3,11,9,53,13,1007.03,60,9.16,1602,2493,-23,-3,20,-79
3142,0,78.22293091,15.65450668,21.2,11,9,54,13,1007.02,60,9.15,1601,2493,-23,-3,20,-80
3143,0,78.22293091,15.65449524,21.3,11,9,55,13,1007.03,60,9.15,1600,2500,-23,-3,20,-80
3144,0,78.22293091,15.65450668,21.3,11,9,57,13,1007.03,60,9.15,1601,2491,-23,-3,20,-79
3145,0,78.22293091,15.65450668,21.3,11,9,57,13,1007.02,60,9.15,1600,2493,-23,-3,20,-79
3146,0,78.22293091,15.65452194,21.3,11,9,58,14,1007.0,60,9.15,1600,2496,-23,-3,20,-79
3147,0,78.22293091,15.65453339,21.3,11,9,59,14,1007.01,60,9.15,1600,2494,-23,-3,20,-80
3148,0,78.22293091,15.65454483,21.3,11,10,1,13,1007.05,60,9.15,1599,2495,-23,-3,20,-80
3149,0,78.22293091,15.65455246,21.4,11,10,2,13,1007.03,60,9.15,1599,2494,-23,-3,20,-81
3150,0,78.22293091,15.65454102,21.5,11,10,3,12,1007.01,60,9.14,1599,2493,-23,-3,20,-81
3151,0,78.22293091,15.65452576,21.5,11,10,4,13,1007.01,60,9.14,1598,2493,-23,-3,20,-79
3152,0,78.22293091,15.65452576,21.6,11,10,5,13,1007.03,60,9.14,1598,2498,-23,-3,20,-80
3153,0,78.22293091,15.65452194,21.6,11,10,6,14,1007.0,60,9.13,1597,2496,-23,-3,20,-81
3154,0,78.22293091,15.65453339,21.6,11,10,7,14,1006.99,60,9.13,1595,2495,-23,-3,20,-82
3155,0,78.22293091,15.65452194,21.6,11,10,8,14,1007.02,60,9.12,1595,2493,-23,-3,20,-83
3156,0,78.22293091,15.65452194,21.5,11,10,9,14,1006.98,60,9.13,1595,2492,-23,-3,20,-83
3157,0,78.22293091,15.65452194,21.6,11,10,10,14,1007.01,60,9.12,1595,2495,-23,-3,20,-81
3158,0,78.22293091,15.65453720,21.7,11,10,11,14,1006.99,60,9.12,1595,2494,-23,-3,20,-81
3159,0,78.22293091,15.65452957,21.7,11,10,12,14,1006.99,60,9.12,1596,2493,-23,-3,20,-80
3160,0,78.22293091,15.65452194,21.5,11,10,13,14,1007.01,60,9.11,1595,2495,-23,-3,20,-81
3161,0,78.22293091,15.65454102,21.7,11,10,14,14,1006.99,60,9.11,1593,2496,-23,-3,20,-81
3162,0,78.22293091,15.65453339,21.7,11,10,15,14,1007.05,60,9.11,1593,2494,-23,-3,20,-81
3163,0,78.22293091,15.65453339,21.7,11,10,16,14,1006.99,60,9.11,1592,2496,-23,-3,20,-81
3164,0,78.22293091,15.65452957,21.7,11,10,17,14,1007.03,60,9.11,1592,2496,-23,-3,20,-81
3165,0,78.22293091,15.65453339,21.7,11,10,18,14,1007.03,60,9.11,1592,2494,-23,-3,20,-81
3166,0,78.22293091,15.65452576,21.6,11,10,19,14,1007.0,60,9.1,1593,2495,-23,-3,20,-81
3167,0,78.22293091,15.65453339,21.8,11,10,20,14,1007.04,60,9.1,1593,2493,-23,-3,20,-81
3168,0,78.22293091,15.65454102,21.8,11,10,21,14,1006.99,60,9.1,1593,2494,-23,-3,20,-80
3169,0,78.22293091,15.65453339,21.7,11,10,22,13,1007.03,60,9.1,1593,2496,-23,-3,20,-81
3170,0,78.22293091,15.65454483,21.8,11,10,23,11,1007.04,60,9.09,1593,2505,-23,-3,20,-84
3171,0,78.22293091,15.65454865,21.9,11,10,24,12,1006.99,60,9.09,1594,2498,-23,-3,20,-81
3172,0,78.22293091,15.65454865,21.8,11,10,25,12,1007.03,60,9.09,1595,2508,-23,-3,20,-80
3173,0,78.22293091,15.65453339,21.8,11,10,26,11,1007.03,60,9.08,1596,2496,-23,-3,20,-81
3174,0,78.22293091,15.65454865,22.0,11,10,27,12,1006.98,60,9.08,1596,2492,-23,-3,20,-80
3175,0,78.22293091,15.65455246,22.1,11,10,28,12,1006.98,60,9.08,1597,2492,-23,-3,20,-80
3176,0,78.22293091,15.65454865,22.3,11,10,29,12,1007.03,60,9.08,1598,2495,-23,-3,20,-81
3177,0,78.22293091,15.65456390,22.3,11,10,30,11,1007.02,60,9.07,1599,2495,-23,-3,20,-80
3178,0,78.22293091,15.65455627,22.3,11,10,31,11,1007.02,60,9.07,1599,2492,-23,-3,20,-81
3179,0,78.22293091,15.65454865,22.2,11,10,32,11,1007.0,60,9.06,1600,2493,-23,-3,20,-81
3180,0,78.22293091,15.65454865,22.2,11,10,33,12,1007.01,60,9.06,1600,2492,-23,-3,20,-80
3181,0,78.22293091,15.65456009,22.4,11,10,34,12,1007.0,60,9.05,1602,2493,-23,-3,20,-80
3182,0,78.22293091,15.65456009,22.3,11,10,35,12,1007.03,60,9.05,1603,2492,-23,-3,20,-84
3183,0,78.22293091,15.65456009,22.4,11,10,36,12,1007.01,60,9.06,1603,2494,-23,-3,20,-83
3184,0,78.22293091,15.65455246,22.3,11,10,37,12,1007.0,60,9.06,1604,2499,-23,-3,20,-81
3185,0,78.22293091,15.65454102,22.2,11,10,38,12,1007.02,60,9.05,1605,2492,-23,-3,20,-81
3186,0,78.22293091,15.65454102,22.2,11,10,39,12,1007.06,60,9.05,1604,2492,-23,-3,20,-80
3187,0,78.22293091,15.65454102,22.2,11,10,40,12,1007.03,60,9.05,1604,2494,-23,-3,20,-76
3188,0,78.22293091,15.65455246,22.3,11,10,41,12,1007.04,60,9.04,1603,2493,-23,-3,20,-84
3189,0,78.22293091,15.65455246,22.4,11,10,42,12,1007.03,60,9.04,1603,2495,-23,-3,20,-82
3190,0,78.22293091,15.65455627,22.4,11,10,43,12,1007.02,60,9.04,1604,2495,-23,-3,20,-79
3191,0,78.22293091,15.65454102,22.2,11,10,44,12,1007.04,60,9.03,1603,2493,-23,-3,20,-79
3192,0,78.22293091,15.65454102,22.2,11,10,45,12,1007.03,60,9.03,1602,2493,-23,-3,20,-81
3193,0,78.22293091,15.65455246,22.2,11,10,46,12,1007.01,60,9.03,1601,2498,-23,-3,20,-84
3194,0,78.22293091,15.65455246,22.2,11,10,47,13,1007.03,60,9.03,1601,2497,-23,-3,20,-90
3195,0,78.22293091,15.65456009,22.2,11,10,48,13,1007.01,60,9.03,1602,2495,-23,-3,20,-83
3196,0,78.22293091,15.65457916,22.4,11,10,49,13,1007.02,60,9.03,1602,2494,-23,-3,20,-87
3197,0,78.22293091,15.65457535,22.3,11,10,50,13,1006.99,60,9.02,1601,2492,-23,-3,20,-77
3198,0,78.22293091,15.65456390,22.3,11,10,51,13,1007.01,60,9.02,1602,2494,-23,-3,20,-70
3199,0,78.22293091,15.65456009,22.3,11,10,52,13,1007.01,60,9.01,1600,2494,-23,-3,20,-72
3200,0,78.22293091,15.65454865,22.3,11,10,53,13,1007.03,60,9.02,1600,2491,-23,-3,20,-73
3201,0,78.22293091,15.65454483,22.3,11,10,54,13,1007.01,60,9.01,1599,2495,-23,-3,20,-80
3202,0,78.22293091,15.65454865,22.3,11,10,55,13,1007.01,60,9.0,1599,2499,-23,-3,20,-75
3203,0,78.22293091,15.65455246,22.3,11,10,56,13,1007.01,60,9.01,1598,2499,-23,-3,20,-82
3204,0,78.22293091,15.65454865,22.3,11,10,57,12,1007.0,60,9.01,1599,2493,-23,-3,20,-81
3205,0,78.22293091,15.65454483,22.4,11,10,58,12,1007.01,60,9.01,1599,2496,-23,-3,20,-81
3206,0,78.22293091,15.65454865,22.4,11,10,59,12,1007.01,60,9.0,1599,2494,-23,-3,20,-77
3207,0,78.22293091,15.65453720,22.4,11,11,0,12,1007.01,60,9.0,1598,2493,-23,-3,20,-75
3208,0,78.22293091,15.65452576,22.4,11,11,1,12,1007.0,60,9.0,1598,2495,-23,-3,20,-75
3209,0,78.22293091,15.65451431,22.4,11,11,2,12,1006.98,60,9.0,1598,2495,-27,-2,26,-74
3210,0,78.22293091,15.65450668,22.4,11,11,3,11,1006.97,60,8.99,1595,2493,-15,17,-7,-76
3211,0,78.22293091,15.65450668,22.4,11,11,4,11,1006.98,60,9.0,1587,2491,0,8,20,-75
3212,0,78.22293091,15.65450287,22.4,11,11,5,11,1006.89,60,9.0,1571,2495,12,3,23,-66
3213,0,78.22293091,15.65449524,22.4,11,11,6,11,1006.89,60,9.01,1559,2496,102,-2,34,-73
3214,0,78.22293091,15.65449905,22.4,11,11,7,12,1006.87,61,9.01,1551,2493,-107,-17,13,-69
3215,0,78.22293091,15.65448380,22.4,11,11,8,11,1006.83,61,9.01,1549,2494,-115,-13,16,-68
3216,0,78.22293091,15.65442657,22.4,11,11,9,11,1006.78,61,9.02,1549,2494,113,-15,28,-68
3217,0,78.22293091,15.65438461,22.4,11,11,10,11,1006.73,62,9.03,1546,2494,92,-4,36,-61
3218,0,78.22293091,15.65436554,22.4,11,11,11,12,1006.68,62,9.03,1543,2491,97,-7,35,-54
3219,0,78.22290039,15.65433502,22.4,11,11,12,12,1006.63,62,9.04,1522,2492,-113,-2,39,-51
3220,0,78.22290039,15.65431595,22.4,11,11,13,12,1006.59,62,9.05,1506,2492,-112,2,48,-50
3221,0,78.22290039,15.65431213,22.4,11,11,14,11,1006.59,62,9.04,1491,2495,106,13,-1,-51
3222,0,78.22290039,15.65429306,22.4,11,11,15,12,1006.62,63,9.05,1484,2495,19,0,-36,-60
3223,0,78.22290039,15.65425873,22.4,11,11,16,12,1006.62,63,9.08,1479,2494,20,0,-31,-59
3224,0,78.22290039,15.65424728,22.4,11,11,17,12,1006.6,63,9.09,1472,2493,20,0,-31,-58
3225,0,78.22290039,15.65423584,22.3,11,11,18,9,1006.59,64,9.1,1465,2493,20,0,-31,-58
3226,0,78.22290039,15.65423584,22.5,11,11,19,9,1006.6,64,9.11,1460,2493,20,0,-31,-58
3227,0,78.22290039,15.65424347,22.7,11,11,20,9,1006.59,64,9.12,1454,2492,20,0,-31,-57
3228,0,78.22290039,15.65427017,22.7,11,11,21,9,1006.63,64,9.13,1442,2494,20,0,-31,-57
3229,0,78.22290039,15.65427017,22.7,11,11,22,8,1006.61,64,9.15,1436,2492,20,0,-31,-54
3230,0,78.22290039,15.65428543,22.7,11,11,23,10,1006.62,64,9.16,1435,2490,20,0,-31,-55
3231,0,78.22290039,15.65430069,22.7,11,11,24,10,1006.66,64,9.17,1434,2495,20,0,-31,-55
3232,0,78.22290039,15.65435028,22.8,11,11,25,10,1006.65,64,9.19,1431,2491,20,0,-31,-58
3233,0,78.22290039,15.65443039,22.8,11,11,26,9,1006.63,64,9.2,1430,2492,20,0,-31,-69
3234,0,78.22290039,15.65451050,22.8,11,11,27,9,1006.63,64,9.22,1426,2494,20,0,-31,-69
3235,0,78.22290039,15.65462875,22.9,11,11,28,9,1006.64,64,9.23,1423,2494,20,0,-31,-59
3236,0,78.22290039,15.65457153,22.9,11,11,29,9,1006.62,64,9.24,1421,2495,20,0,-31,-59
3237,0,78.22290039,15.65457916,22.9,11,11,30,9,1006.6,64,9.25,1420,2494,20,0,-31,-58
3238,0,78.22290039,15.65459061,22.9,11,11,31,8,1006.63,64,9.26,1413,2494,20,0,-31,-54
3239,0,78.22290039,15.65460587,23.0,11,11,32,7,1006.6,64,9.27,1395,2494,20,0,-31,-57
3240,0,78.22286987,15.65462875,23.0,11,11,33,7,1006.58,64,9.29,1377,2493,20,0,-31,-59
3241,0,78.22286987,15.65466309,23.0,11,11,34,5,1006.62,64,9.3,1354,2500,20,0,-31,-54
3242,0,78.22286987,15.65466690,23.0,11,11,35,5,1006.59,64,9.31,1337,2495,20,0,-31,-57
3243,0,78.22286987,15.65466690,23.0,11,11,36,5,1006.6,64,9.33,1319,2495,20,0,-31,-59
3244,0,78.22286987,15.65466690,23.0,11,11,37,3,1006.59,64,9.34,1299,2494,20,0,-31,-58
3245,0,78.22286987,15.65467072,23.0,11,11,38,3,1006.61,64,9.36,1280,2495,20,0,-31,-57
3246,0,78.22286987,15.65467072,23.0,11,11,39,0,1006.63,64,9.37,1264,2495,26,2,-34,-53
3247,1,0.00000000,0.00000000,0.0,0,0,0,0,1006.54,64,9.39,1225,2496,44,7,-23,-47
3248,0,78.22286987,15.65460205,23.1,11,11,41,3,1006.59,64,9.41,1190,2495,-33,35,-95,-47
3249,0,78.22286987,15.65458679,23.1,11,11,42,3,1006.57,64,9.43,1157,2498,-36,35,-114,-46
3250,0,78.22286987,15.65458679,23.1,11,11,43,0,1006.54,65,9.46,1127,2489,3,38,124,-48
3251,1,0.00000000,0.00000000,0.0,0,0,0,0,1006.55,65,9.5,1102,2495,14,36,-126,-52
3252,1,0.00000000,0.00000000,0.0,0,0,0,0,1006.54,65,9.52,1081,2495,-37,30,125,-50
3253,1,0.00000000,0.00000000,0.0,0,0,0,0,1006.57,65,9.53,1064,2492,-72,40,-111,-43
3254,1,0.00000000,0.00000000,0.0,0,0,0,0,1006.58,65,9.56,1054,2495,124,36,126,-41
3255,1,0.00000000,0.00000000,0.0,0,0,0,0,1006.6,66,9.58,1038,2493,126,15,-106,-51
3256,1,0.00000000,0.00000000,0.0,0,0,0,0,1006.62,66,9.6,1026,2493,115,9,113,-49
3257,1,0.00000000,0.00000000,0.0,0,0,0,0,1006.6,66,9.63,1017,2493,101,2,109,-54
3258,1,0.00000000,0.00000000,0.0,0,0,0,0,1006.61,66,9.64,1006,2498,102,2,109,-53
3259,1,0.00000000,0.00000000,0.0,0,0,0,0,1006.59,66,9.66,996,2494,102,1,108,-53
3260,1,0.00000000,0.00000000,0.0,0,0,0,0,1006.62,66,9.68,988,2494,102,1,108,-53
